Unnamed: 0,Thời gian,Tiêu đề,URL,content
48,(24/06/2025 00:00),CTG: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Thủ Đức,https://cafef.vn/du-lieu/CTG-2229609/ctg-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-thu-duc.chn?utm_source=du-lieu,
49,(20/06/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch tiền gửi trên thị trường liên ngân hàng với Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2227995/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-tien-gui-tren-thi-truong-lien-ngan-hang-voi-vietinbank-lao.chn?utm_source=du-lieu,
50,(19/06/2025 11:08),"CTCK dự báo lợi nhuận quý 2 của 11 ngân hàng: Sacombank, VietinBank, MB, VPBank, BIDV có thể tăng trưởng 2 chữ số",https://cafef.vn/ctck-du-bao-loi-nhuan-quy-2-cua-11-ngan-hang-sacombank-vietinbank-mb-vpbank-bidv-co-the-tang-truong-2-chu-so-188250619105742072.chn?utm_source=du-lieu,"Vietcombank Securities (VCBS) vừa công bố báo cáo tổng hợp dự báo KQKD quý 2 và cả năm 2025 của 11 ngân hàng gồm ACB, VietinBank (CTG), HDBank (HDB), TPBank (TPB), MSB, Sacombank (STB), Techcombank (TCB), VIB, VPBank (VPB), BIDV (BID), MB (MBB).
Nhìn chung, VCBS dự báo lợi nhuận trước thuế (LNTT) của các ngân hàng trên đều sẽ tăng trưởng dương trong quý 2 cũng như cả năm 2025. Một số ngân hàng có khả năng tăng trưởng cao trên 10% theo VCBS là VietinBank, MB, BIDV, VPBank, HDBank, MSB và Sacombank.
Với VietinBank , VCBS dự báo LNTT quý 2 và cả năm 2025 có thể tăng trưởng 16% svck nhờ (1) Tăng trưởng tín dụng tương đương mức trung bình ngành đạt 16,9% trong 2025; (2) NIM bắt đầu đà phục hồi trong H2.2025 với động lực đến từ cả chiều huy động và cho vay; (3) Chất lượng tài sản được kiểm soát tốt, một số khách hàng tái cơ cấu hết thời gian thử thách được chuyển về nợ nhóm thấp hơn và sẽ được hoàn nhập trích lập trong Q2.2025.
Với HDBank , VCBS dự báo LNTT của ngân hàng có thể tăng 25% trong quý 2 và 24% trong cả năm 2025 nhờ (1) Tăng trưởng tín dụng cao hơn so với trung bình ngành đến từ mảng cho vay nông nghiệp - nông thôn, sự hồi phục của thị trường BĐS và nhận chuyển giao ngân hàng Đông Á; (2) Áp lực thu hẹp NIM trong năm 2025 được giảm bớt so với mặt bằng chung của ngành.
Với MSB , VCBS dự báo LNTT quý 2 và cả năm 2025 đều sẽ tăng trưởng 16% nhờ (1) Nhu cầu tín dụng ở mức tốt kỳ vọng đạt tốc độ tăng trưởng tín dụng 21,2% cho năm 2025, NIM bắt đầu ghi nhận sự cải thiện từ H2.2025; (2) Chất lượng tài sản cải thiện: tỷ lệ nợ xấu tiếp tục giảm xuống 2% nhờ tín dụng tăng trưởng mạnh mẽ và tăng thu hồi nợ đã xóa; (3) Hoàn thiện hệ sinh thái với các kế hoạch thoái vốn, góp vốn các công ty con: chuyển nhượng một phần hoặc toàn bộ số vốn góp tại TNEX Finance và góp vốn mua công ty chứng khoán, công ty quản lý quỹ.
Với Sacombank , VCBS dự báo LNTT quý 2 và cả năm 2025 có thể tăng trưởng 25% svck nhờ (1) Thu nhập lãi tích cực: Tín dụng kỳ vọng tăng trưởng 14%. NIM dự kiến duy trì mức 3,7% trong năm 2025; (2) Thu nhập ngoài lãi khả quan hơn nhờ thu nhập từ phí và thu hồi nợ xấu đã xóa; (3) Áp lực trích lập dự phòng ở mức thấp trong 2025. Kỳ vọng tiến độ xử lý tài sản tồn đọng sẽ được đẩy nhanh và hoàn thành trong 2025-2026.
Với MB , VCBS dự báo LNTT quý 2 và cả năm 2025 đều tăng trưởng 23% nhờ (1) Tín dụng tăng trưởng trong top cao nhất ngành đạt 27,8% trong 2025; (2) NIM kỳ vọng cải thiện trong H2.2025, thu nhập từ phí dịch vụ khả quan; (3) Chất lượng tài sản kỳ vọng cải thiện.
Với VPBank , LNTT quý 2 và cả năm 2025 được dự báo tăng trưởng lần lượt 12% và 25% nhờ (1) FE Credit tiếp tục duy trì đà tăng trưởng giúp hỗ trợ lợi nhuận hợp nhất của toàn ngân hàng; (2) Hoạt động kinh doanh của các công ty con kỳ vọng giữ mức tăng trưởng khả quan; (3) NIM hợp nhất kỳ vọng có sự cải thiện kể từ H2.2025.
Với BIDV , LNTT quý 2 và cả năm 2025 được dự báo tăng trưởng lần lượt 12% và 14% nhờ (1) Tăng trưởng tín dụng tương đương mức trung bình ngành dự báo đạt 16% và NIM đi ngang ở mức 2,4%; (2) Chất lượng tài sản trong nhóm tốt nhất ngành với áp lực dự phòng thấp; (3) Tăng vốn điều lệ thêm 21.656 tỷ đồng lên gần 91.870 tỷ đồng thông qua việc tăng vốn từ quỹ dự trữ bổ sung vốn điều lệ 7,1%, trả cổ tức tỷ lệ 19,9% và phát hành riêng lẻ tỷ lệ 3,84%."
51,(19/06/2025 00:00),CTG: HĐQT thông qua nội dung văn bản sửa đổi bổ sung Hợp đồng Đại lý bảo hiểm với VBI,https://cafef.vn/du-lieu/CTG-2225885/ctg-hdqt-thong-qua-noi-dung-van-ban-sua-doi-bo-sung-hop-dong-dai-ly-bao-hiem-voi-vbi.chn?utm_source=du-lieu,
52,(16/06/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch trên thị trường liên ngân hàng với Vietinbank Leasing,https://cafef.vn/du-lieu/CTG-2223135/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-tren-thi-truong-lien-ngan-hang-voi-vietinbank-leasing.chn?utm_source=du-lieu,
53,(12/06/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch trên thị trường liên ngân hàng với Indovina,https://cafef.vn/du-lieu/CTG-2219566/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-tren-thi-truong-lien-ngan-hang-voi-indovina.chn?utm_source=du-lieu,
54,(05/06/2025 00:01),Các tổ chức Công đoàn nắm giữ lượng cổ phiếu trị giá hàng nghìn tỷ trên sàn chứng khoán,https://cafef.vn/cac-to-chuc-cong-doan-nam-giu-luong-co-phieu-tri-gia-hang-nghin-ty-tren-san-chung-khoan-188250604220354877.chn?utm_source=du-lieu,"Tổng Liên đoàn lao động Việt Nam mới đây đã yêu cầu các đơn vị hoàn thành việc sắp xếp tổ chức trước ngày 15/6, sau quyết định kết thúc hoạt động tổ chức công đoàn trong cơ quan Nhà nước. Công đoàn doanh nghiệp, đơn vị sự nghiệp công lập không hưởng 100% lương từ ngân sách Nhà nước, trước mắt chưa thực hiện sắp xếp, giải thể.
Công đoàn tại doanh nghiệp là một tổ chức chính trị - xã hội đại diện cho quyền lợi và lợi ích hợp pháp của người lao động. Hiện nay, kinh phí hoạt động của Công đoàn được sử dụng khá linh hoạt, trong đó việc đầu tư vào mua cổ phần của chính doanh nghiệp là một lựa chọn phổ biến. Việc này vừa đảm bảo tiếng nói của người lao động, vừa là một hình thức đầu tư trong dài hạn.
Trên sàn chứng khoán, cổ phiếu của nhiều doanh nghiệp đang được nắm giữ bởi chính tổ chức Công đoàn cơ sở với quy mô lên đến hàng nghìn tỷ. Đáng chú ý nhất phải kể đến Công đoàn Rạng Đông (RAL) khi là cổ đông lớn nhất nắm giữ đến hơn 40% cổ phần của doanh nghiệp. Tạm tính theo thị giá RAL hiện tại, lượng cổ phần trong tay tổ chức này có giá trị lên đến gần nghìn tỷ.
Tổ chức Công đoàn đầu tư lớn nhất vào cổ phiếu trên sàn chứng khoán là VietinBank (CTG) khi nắm giữ đến hơn 61,6 triệu cổ phiếu CTG (tỷ lệ 1,15%), tương ứng quy mô đầu tư lên đến gần 2.400 tỷ đồng. Ngoài VietinBank, tổ chức Công đoàn ACB, BIDV, VPBank, MB,… cũng nắm giữ cổ phiếu của chính ngân hàng với quy mô hàng trăm tỷ đồng.
Bên cạnh nhóm ngân hàng, tổ chức Công đoàn của nhiều doanh nghiệp khác trên sàn chứng khoán như Novaland (NVL), Dược Hậu Giang (DHG), Bảo Việt (BVH), Chứng khoán MB (MBS), Nhựa Tiền Phong (NTP), Pinaco (PAC)… cũng đang đầu tư cổ phiếu. Trừ trường hợp đặc biệt của Rạng Đông, tổ chức Công đoàn tại các doanh nghiệp chủ yếu nắm giữ một lượng cổ phiếu không quá lớn, phổ biến ở mức trên dưới 1% vốn điều lệ của doanh nghiệp.
Về cơ bản, Công đoàn có thể chủ động mua cổ phiếu trên sàn của chính doanh nghiệp như một khoản đầu tư tài chính thông thường nhằm tối tưu hóa hiệu quả sử dụng kinh phí. Dù vậy, đa phần các tổ chức Công đoàn hiện nay đều gom cổ phiếu từ người lao động nghỉ việc hoặc có nhu cầu bán lại để chốt lời sau khi được mua ưu đãi.
Thực tế, để tri ân đóng góp của người lao động, các doanh nghiệp thường triển khai chương trình bán ưu đãi cổ phiếu công ty cho cán bộ, nhân viên (ESOP) với mức giá thấp hơn nhiều so với giá chào bán ra ngoài thị trường. Đương nhiên, nhu cầu chuyển nhượng cổ phiếu ESOP sau thời gian hạn chế giao dịch, là không hề nhỏ.
Về kinh phí hoạt động của Công đoàn, Nhà nước có quy định về nguồn đóng góp từ doanh nghiệp và người lao động. Trong đó, doanh nghiệp phải đóng kinh phí công đoàn bằng 2% quỹ lương, làm căn cứ đóng bảo hiểm xã hội cho người lao động và người lao động có nghĩa vụ đóng đoàn phí để hình thành nguồn tài chính hoạt động của công đoàn.
Ngoài ra, kinh phí công đoàn còn có thể đến từ các nguồn hỗ trợ khác hoặc tài trợ từ các tổ chức bên ngoài. Bên cạnh đó, Công đoàn cũng được nhận cổ tức từ khoản đầu tư vào cổ phiếu của doanh nghiệp như cổ đông thông thường. Với các doanh nghiệp có truyền thống chi trả cổ tức đều đặn, đây là một nguồn kinh phí ổn định giúp tổ chức Công đoàn duy trì hoạt động.
Hiện nay, một số doanh nghiệp lớn còn thành lập các tổ chức chuyên về hoạt động đầu tư tài chính cho Công đoàn nhằm đảm bảo nguồn kinh phí được sử dụng một cách hợp lý. Tuy nhiên, vẫn có những trường hợp cổ phiếu của chính doanh nghiệp bị Công đoàn từ chối. Khi cần thiết, Công đoàn cũng có thể bán cổ phiếu của doanh nghiệp đang nắm giữ để đảm bảo lợi ích."
55,(29/05/2025 00:00),"CTG: Bổ nhiệm ông Dương Văn Quân, bà Nguyễn Bảo Thanh Vân, bà Đặng Thị Việt Hà giữ chức Phó Tổng Giám đốc từ 28.5.2025",https://cafef.vn/du-lieu/CTG-2211302/ctg-bo-nhiem-ong-duong-van-quan-ba-nguyen-bao-thanh-van-ba-dang-thi-viet-ha-giu-chuc-pho-tong-giam-doc-tu-2852025.chn?utm_source=du-lieu,
56,(26/05/2025 00:00),CTG: Thông báo về việc thay đổi người đại diện phần vốn Nhà nước tại VietinBank,https://cafef.vn/du-lieu/CTG-2206765/ctg-thong-bao-ve-viec-thay-doi-nguoi-dai-dien-phan-von-nha-nuoc-tai-vietinbank.chn?utm_source=du-lieu,
57,(26/05/2025 00:00),CTG: Thông báo về việc ký hợp đồng kiểm toán BCTC năm 2025,https://cafef.vn/du-lieu/CTG-2207584/ctg-thong-bao-ve-viec-ky-hop-dong-kiem-toan-bctc-nam-2025.chn?utm_source=du-lieu,
58,(19/05/2025 00:01),"“MAG-7 chứng khoán Việt Nam”: 4 ngân hàng và 3 cổ phiếu “họ” Vingroup, tổng vốn hóa gần 1,9 triệu tỷ đồng",https://cafef.vn/mag7-chung-khoan-viet-nam-4-ngan-hang-va-3-co-phieu-ho-vingroup-tong-von-hoa-gan-19-trieu-ty-dong-188250518223626178.chn?utm_source=du-lieu,"Magnificent 7 (MAG-7) là cái tên giới đầu tư ưu ái đặt cho nhóm 7 tập đoàn công nghệ khổng lồ bao gồm Apple, Amazon, Alphabet (công ty mẹ Google), Meta (công ty mẹ Facebook), Microsoft, Nvidia và Tesla. Những cổ phiếu này không chỉ có tầm ảnh hưởng lớn đến thị trường chứng khoán Mỹ, mà còn tác động lên toàn cầu.
Tại Việt Nam, 7 công ty niêm yết lớn nhất hiện gồm hai nhóm chủ đạo là ngân hàng (Vietcombank, BIDV, VietinBank, Techcombank) và “họ” Vingroup (Vingroup, Vinhomes, Vinpearl), cũng có sức ảnh hưởng đáng kể lên thị trường chứng khoán.
Tổng giá trị vốn hóa của “MAG-7 chứng khoán Việt Nam” lên đến gần 1,9 triệu tỷ đồng (~74 tỷ USD), chiếm 1/3 toàn sàn HoSE. Với tỷ trọng lớn, biến động của các cổ phiếu này có ảnh hưởng đáng kể đến VN-Index.
Có thể thấy, “MAG-7 chứng khoán Việt Nam” chủ yếu là các cổ phiếu nhóm tài chính ngân hàng và bất động sản. Vingroup dù định hướng phát triển trở thành tập đoàn công nghiệp – công nghệ – dịch vụ (xa hơn có thể cả năng lượng) nhưng đóng góp lớn hiện vẫn đến từ lĩnh vực bất động sản.
Không chỉ trong nhóm vốn hóa lớn, đây còn là thực trạng chung của chứng khoán Việt Nam. 2 nhóm tài chính và bất động sản hiện chiếm tỷ trọng áp đảo, khoảng 60% vốn hóa toàn thị trường. Trong khi đó, các lĩnh vực “hot trend” như công nghệ, y tế và chăm sóc sức khoẻ, năng lượng và tiện ích… lại không có nhiều đại diện đủ tầm.
Điều này khác biệt hoàn toàn so với thị trường chứng khoán Mỹ nơi mà các lĩnh vực chiếm tỷ trọng cao chủ yếu là công nghệ, chăm sóc sức khoẻ, bán lẻ, hàng tiêu dùng, dịch vụ viễn thông,… Đây là các nhóm ngành có tiềm năng tăng trưởng dài hạn với nhiều câu chuyện hỗ trợ, phù hợp với xu hướng phát triển của thế giới.
Trong khu vực với các nền kinh tế có nhiều điểm tương đồng, chứng khoán Việt Nam vẫn có sự mất cân bằng lớn hơn khi tỷ trọng nhóm ngành tài chính, bất động sản khá vượt trội.
Thực trạng này được kỳ vọng sẽ sớm thay đổi khi thị khoán Việt Nam có thêm hàng hoá mới. Tại Investor Day hồi đầu năm, ông Lê Anh Tuấn – Giám đốc đầu tư Dragon Capital dự báo giai đoạn 2027-2028, thị trường chứng khoán được kỳ vọng đón làn sóng IPO quy mô 47 tỷ USD. Ngoài Vinpearl, nhiều tên tuổi đáng chú ý như TCBS, F88, THACO AUTO, Bách Hóa Xanh, Golden Gate và Highlands Coffee, VPS, Viettel IDC, Misa, VNPay, Long Châu,… cũng đang có kế hoạch.
Hơn nữa, kinh tế Việt Nam cũng đang trong giai đoạn mang tính bản lề để thay đổi cơ cấu, ưu tiên tập trung phát triển khoa học công nghệ (Nghị quyết 57), ưu tiên phát triển kinh tế tư nhân (Nghị quyết 68). Đây là một trong những động lực quan trọng giúp các doanh nghiệp phát triển lớn mạnh, vươn ra biển lớn qua đó góp phần đưa đất nước bước vào kỷ nguyên mới, kỷ nguyên vươn mình.
Theo Giám đốc VinaCapital, tầm nhìn cốt lõi của Nghị quyết 68 là xây dựng một khu vực kinh tế tư nhân phát triển nhanh, bền vững, chất lượng cao và có năng lực cạnh tranh toàn cầu – không chỉ giữ vai trò là động lực tăng trưởng kinh tế mà còn là lực lượng tiên phong trong khoa học, công nghệ và đổi mới sáng tạo. Mục tiêu dài hạn là giúp Việt Nam tránh bẫy thu nhập trung bình, từng bước hiện thực hóa khát vọng trở thành quốc gia phát triển, thu nhập cao vào năm 2045."
59,(16/05/2025 00:00),CTG: HĐQT thông qua Phụ lục Hợp đồng tư vấn chuyển nhượng vốn tại SGP với CTS,https://cafef.vn/du-lieu/CTG-2198998/ctg-hdqt-thong-qua-phu-luc-hop-dong-tu-van-chuyen-nhuong-von-tai-sgp-voi-cts.chn?utm_source=du-lieu,
60,(09/05/2025 00:00),CTG: Thông báo về ngày giao dịch đầu tiên trái phiếu niêm yết tại HNX,https://cafef.vn/du-lieu/CTG-2201299/ctg-thong-bao-ve-ngay-giao-dich-dau-tien-trai-phieu-niem-yet-tai-hnx.chn?utm_source=du-lieu,
61,(08/05/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt phương án mua lại trước hạn trái phiếu thứ cấp năm 2025,https://cafef.vn/du-lieu/CTG-2200584/ctg-nghi-quyet-hdqt-phe-duyet-phuong-an-mua-lai-truoc-han-trai-phieu-thu-cap-nam-2025.chn?utm_source=du-lieu,
62,(07/05/2025 00:00),CTG: Quyết định về việc thay đổi địa điểm trụ sở Chi nhánh Bà Rịa - Vũng Tàu,https://cafef.vn/du-lieu/CTG-2197156/ctg-quyet-dinh-ve-viec-thay-doi-dia-diem-tru-so-chi-nhanh-ba-ria-vung-tau.chn?utm_source=du-lieu,
63,(06/05/2025 00:00),CTG: Quyết định của HĐQT về việc thay đổi địa điểm đặt trụ sở Chi nhánh Sa Đéc và Tây Tiền Giang,https://cafef.vn/du-lieu/CTG-2196535/ctg-quyet-dinh-cua-hdqt-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-sa-dec-va-tay-tien-giang.chn?utm_source=du-lieu,
64,(05/05/2025 00:00),CTG: Quyết định của NHNN Việt Nam về việc bổ sung nội dung hoạt động vào Giấy phép thành lập và hoạt động của CTG,https://cafef.vn/du-lieu/CTG-2196330/ctg-quyet-dinh-cua-nhnn-viet-nam-ve-viec-bo-sung-noi-dung-hoat-dong-vao-giay-phep-thanh-lap-va-hoat-dong-cua-ctg.chn?utm_source=du-lieu,
65,(28/04/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm trụ sở chi nhánh Sa Đéc và Chi nhánh Tây Tiền Giang,https://cafef.vn/du-lieu/CTG-2195437/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-tru-so-chi-nhanh-sa-dec-va-chi-nhanh-tay-tien-giang.chn?utm_source=du-lieu,
66,(25/04/2025 00:00),CTG: Thông báo nhận được các Quyết định của Sở Giao dịch Chứng khoán Hà Nội về việc chấp thuận niêm yết trái phiếu,https://cafef.vn/du-lieu/CTG-2191225/ctg-thong-bao-nhan-duoc-cac-quyet-dinh-cua-so-giao-dich-chung-khoan-ha-noi-ve-viec-chap-thuan-niem-yet-trai-phieu.chn?utm_source=du-lieu,
67,(24/04/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm trụ sở chi nhánh Bà Rịa - Vũng Tàu,https://cafef.vn/du-lieu/CTG-2190269/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-tru-so-chi-nhanh-ba-ria-vung-tau.chn?utm_source=du-lieu,
68,(22/04/2025 00:00),CTG: HĐQT thông qua hợp đồng đại diện nhận TSBĐ và văn bản ủy quyền giữa Vietinbank và Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2180099/ctg-hdqt-thong-qua-hop-dong-dai-dien-nhan-tsbd-va-van-ban-uy-quyen-giua-vietinbank-va-vietinbank-lao.chn?utm_source=du-lieu,
69,(22/04/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt phương án phát hành trái phiếu tăng vốn cấp 2 theo hình thức riêng lẻ năm 2025,https://cafef.vn/du-lieu/CTG-2185973/ctg-nghi-quyet-hdqt-phe-duyet-phuong-an-phat-hanh-trai-phieu-tang-von-cap-2-theo-hinh-thuc-rieng-le-nam-2025.chn?utm_source=du-lieu,
70,(21/04/2025 00:00),CTG: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/CTG-2180351/ctg-bien-ban-hop-va-nghi-quyet-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
71,(21/04/2025 00:00),CTG: Thông báo thay đổi nhân sự,https://cafef.vn/du-lieu/CTG-2184207/ctg-thong-bao-thay-doi-nhan-su.chn?utm_source=du-lieu,
72,(17/04/2025 00:00),"CTG: Cập nhật, bổ sung tài liệu họp ĐHĐCĐ thường niên năm 2025",https://cafef.vn/du-lieu/CTG-2182397/ctg-cap-nhat-bo-sung-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
73,(17/04/2025 00:00),CTG: Báo cáo kết quả chào bán trái phiếu ra công chúng đợt 2,https://cafef.vn/du-lieu/CTG-2182404/ctg-bao-cao-ket-qua-chao-ban-trai-phieu-ra-cong-chung-dot-2.chn?utm_source=du-lieu,
74,(01/04/2025 00:00),CTG: Đính chính thông tin trình bày trong thuyết minh BCTC năm 2024 đã kiểm toán,https://cafef.vn/du-lieu/CTG-2162461/ctg-dinh-chinh-thong-tin-trinh-bay-trong-thuyet-minh-bctc-nam-2024-da-kiem-toan.chn?utm_source=du-lieu,
75,(31/03/2025 00:00),CTG: Nghị quyết HĐQT về việc phê duyệt điều chỉnh thời gian họp ĐHĐCĐ thường niên 2025,https://cafef.vn/du-lieu/CTG-2162061/ctg-nghi-quyet-hdqt-ve-viec-phe-duyet-dieu-chinh-thoi-gian-hop-dhdcd-thuong-nien-2025.chn?utm_source=du-lieu,
76,(28/03/2025 00:00),CTG: HĐQT thông qua dự thảo nội dung hợp đồng đặt lệnh GDCK cho nhà đầu tư LK với CTS,https://cafef.vn/du-lieu/CTG-2160365/ctg-hdqt-thong-qua-du-thao-noi-dung-hop-dong-dat-lenh-gdck-cho-nha-dau-tu-lk-voi-cts.chn?utm_source=du-lieu,
77,(18/03/2025 00:00),CTG: Thông báo phát hành trái phiếu ra công chúng đợt 2,https://cafef.vn/du-lieu/CTG-2153134/ctg-thong-bao-phat-hanh-trai-phieu-ra-cong-chung-dot-2.chn?utm_source=du-lieu,
78,(12/03/2025 13:10),"""Ông lớn"" Big4 VietinBank muốn chia cổ tức bằng cổ phiếu với tỷ lệ 44,6%, cao nhất từ trước đến nay",https://cafef.vn/ong-lon-big4-vietinbank-muon-chia-co-tuc-bang-co-phieu-voi-ty-le-446-cao-nhat-tu-truoc-den-nay-188250312131030956.chn?utm_source=du-lieu,"Chia cổ tức bằng cổ phiếu tỷ lệ 44,64%
VietinBank dự kiến phát hành tối đa gần 2,4 tỷ cp (tỷ lệ 44,64%) để chia cổ tức cho cổ đông hiện hữu. Tổng giá trị phát hành theo mệnh giá dự kiến hơn 23.971 tỷ đồng.
Nguồn vốn thực hiện từ lợi nhuận còn lại năm 2021, 2022 và giai đoạn 2009-2016. Thời gian phát hành cụ thể sẽ được quyết định sau khi được sự chấp thuận của cơ quan có thẩm quyền.
Sau khi hoàn tất, vốn điều lệ của VietinBank sẽ tăng lên 77.671 tỷ đồng. Số vốn tăng thêm (gần 24.000 tỷ đồng) dự kiến được dùng toàn bộ để phục vụ kinh doanh, phân bổ vào các lĩnh vực hoạt động như đầu tư cơ sở vật chất, hạ tầng công nghệ, phát triển dịch vụ như đầu tư vào các dự án hiện đại hóa, nâng cao năng lực quản trị ngân hàng; nâng cấp cơ sở hạ tầng kỹ thuật, công nghệ, tăng cường phát triển các sản phẩm dịch vụ hiện đại, nâng cao tiện ích cho khách hàng; mở rộng hoạt động tín dụng, hoạt động đầu tư và các hoạt động kinh doanh khác của VietinBank.
Nếu kế hoạch trên được thông qua, đây sẽ là lần chia cổ tức bằng cổ phiếu với tỷ lệ cao nhất tại VietinBank. Trước đó, năm 2023, ngân hàng chia cổ tức bằng cổ phiếu tỷ lệ 11,74%. Năm 2021, ngân hàng chia cổ tức bằng cổ phiếu tỷ lệ 29%.
Phương án phân phối lợi nhuận năm 2024
Năm 2024, lợi nhuận riêng lẻ sau thuế của VietinBank đạt 24.259 tỷ đồng. Lợi nhuận còn lại sau trích các quỹ bắt buộc và quỹ khen thưởng, phúc lợi là 15.596 tỷ đồng. Ngân hàng đề xuất dành toàn bộ số tiền này để chai cổ tức bằng cổ phiếu, theo phê duyệt của cơ quan Nhà nước có thẩm quyền.
HĐQT trình ĐHĐCĐ chấp thuận ủy quyền cho HĐQT được quyết định và thực hiện phương án phân phối lợi nhuận năm 2024 chính thức trên cơ sở ý kiến phê duyệt của Cơ quan Nhà nước có thẩm quyền.
Kế hoạch kinh doanh năm 2025
VietinBank dự kiến tổng tài sản năm 2025 tăng trưởng từ 5%-10%. Nhà băng để ngỏ mục tiêu lợi nhuận, cho biết sẽ thực hiện theo phê duyệt của Cơ quan Nhà nước có thẩm quyền. Trong đó, ngân hàng sẽ tiếp tục cải thiện mạnh mẽ hiệu quả kinh doanh, thực hiện tốt vai trò chủ lực, trụ cột và chủ đạo của nền kinh tế. Bên cạnh đó, sẽ kiểm soát tỷ lệ nợ xấu dưới 1,8%, tuân thủ các quy định của NHNN về các tỷ lệ an toàn hoạt động."
79,(11/03/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm đặt trụ sở chi nhánh Thủ Đức,https://cafef.vn/du-lieu/CTG-2147838/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-dat-tru-so-chi-nhanh-thu-duc.chn?utm_source=du-lieu,
80,(11/03/2025 00:00),CTG: Tài liệu họp ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/CTG-2147839/ctg-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
81,(05/03/2025 00:00),CTG: Giải trình biến động lợi nhuận trên BCTC kiểm toán năm 2024,https://cafef.vn/du-lieu/CTG-2143582/ctg-giai-trinh-bien-dong-loi-nhuan-tren-bctc-kiem-toan-nam-2024.chn?utm_source=du-lieu,
82,(03/03/2025 00:00),"CTG: HĐQT thông qua nội dung mẫu hợp đồng tư vấn ba bên giữa khách hàng, Vietinbank và CTS",https://cafef.vn/du-lieu/CTG-2141925/ctg-hdqt-thong-qua-noi-dung-mau-hop-dong-tu-van-ba-ben-giua-khach-hang-vietinbank-va-cts.chn?utm_source=du-lieu,
83,(03/03/2025 00:00),CTG: Thông báo thay đổi giấy phép thành lập và hoạt động,https://cafef.vn/du-lieu/CTG-2141945/ctg-thong-bao-thay-doi-giay-phep-thanh-lap-va-hoat-dong.chn?utm_source=du-lieu,
84,(28/02/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch ngoại tệ với Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2139877/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-ngoai-te-voi-vietinbank-lao.chn?utm_source=du-lieu,
85,(28/02/2025 00:00),CTG: Thông báo Quyết định của NHNNVN về việc bổ sung nội dung hoạt động vào Giấy phép thành lập và hoạt động của CTG,https://cafef.vn/du-lieu/CTG-2140416/ctg-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-bo-sung-noi-dung-hoat-dong-vao-giay-phep-thanh-lap-va-hoat-dong-cua-ctg.chn?utm_source=du-lieu,
86,(21/02/2025 00:00),"CTG: 6.3.2025, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2025",https://cafef.vn/du-lieu/CTG-2136925/ctg-632025-ngay-gdkhq-to-chuc-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
87,(20/02/2025 00:00),CTG: Quyết định của TGĐ về việc thay đổi địa điểm trụ sở Chi nhánh Bắc Đà Nẵng,https://cafef.vn/du-lieu/CTG-2134628/ctg-quyet-dinh-cua-tgd-ve-viec-thay-doi-dia-diem-tru-so-chi-nhanh-bac-da-nang.chn?utm_source=du-lieu,
88,(18/02/2025 00:00),CTG: Nghị quyết HĐQT thông qua phương án phân phối lợi nhuận năm 2023,https://cafef.vn/du-lieu/CTG-2132984/ctg-nghi-quyet-hdqt-thong-qua-phuong-an-phan-phoi-loi-nhuan-nam-2023.chn?utm_source=du-lieu,
